"Feature","node/1848630911","charging_station","6","Clever","Point","xAxis","yAxis"
"Feature","node/7930890550","charging_station","10","Tesla Motors Inc.","Point","11,3617717","55,3882001"
"Feature","node/7944515222","charging_station","4","Clever","Point","11,5774075","55,8534628"
"Feature","node/7972538731","charging_station","2","e-on","Point","12,1032798","55,6925807"
"Feature","node/7982601735","charging_station","2","Sperto","Point","8,2470008","56,1022866"
"Feature","node/7982601736","charging_station","","Sperto","Point","8,2471237","56,1022204"
"Feature","node/7982601738","charging_station","2","Sperto","Point","8,2472006","56,102187"
"Feature","node/7982601739","charging_station","","Sperto","Point","8,2470631","56,102259"
"Feature","node/7991442702","charging_station","2","E.ON","Point","12,3657287","55,7344339"
"Feature","node/8021641220","charging_station","","Clever","Point","12,577962","55,6655657"
"Feature","node/8022740015","charging_station","","","Point","12,2854189","54,9848125"
"Feature","node/8063755947","charging_station","","","Point","8,1147343","56,1217884"
"Feature","node/8122230592","charging_station","2","Clever","Point","12,587334","55,7059524"
"Feature","node/8122230594","charging_station","2","Clever","Point","12,5872388","55,7059453"
"Feature","node/8122230595","charging_station","2","Clever","Point","12,5871556","55,705937"
"Feature","node/8122230596","charging_station","2","Clever","Point","12,5870664","55,7059279"
"Feature","node/8169137447","charging_station","2","e.On","Point","11,789015","55,4507965"
"Feature","node/8178564075","charging_station","2","Clever","Point","9,5445667","55,7088929"
"Feature","node/8182315553","charging_station","2","eon","Point","9,5466546","55,7093423"
"Feature","node/8186331050","charging_station","2","","Point","12,4181947","55,7130427"
"Feature","node/8186504748","charging_station","1","","Point","12,3866273","55,7328552"
"Feature","node/8186514448","charging_station","2","","Point","12,3822664","55,7326286"
"Feature","node/8186765999","charging_station","1","","Point","12,4397155","55,7284717"
"Feature","node/8186785824","charging_station","1","","Point","12,5415851","55,7160256"
"Feature","node/8186905724","charging_station","1","","Point","12,6203401","55,6546266"
"Feature","node/8208122324","charging_station","1","","Point","12,5402351","55,737711"
"Feature","node/8208122325","charging_station","1","","Point","12,5451054","55,7408112"
"Feature","node/8208174398","charging_station","2","","Point","12,5808155","55,6989876"
"Feature","node/8208174399","charging_station","2","","Point","12,5808745","55,6988954"
"Feature","node/8213507909","charging_station","3","Clever","Point","12,5481245","55,7044528"
"Feature","node/8223110423","charging_station","2","Clever","Point","12,5373292","55,6866612"
"Feature","node/8223110424","charging_station","2","Clever","Point","12,5374052","55,6866459"
"Feature","node/8223110425","charging_station","2","Clever","Point","12,5374672","55,6866317"
"Feature","node/8224178395","charging_station","3","Clever","Point","10,2520557","56,1500125"
"Feature","node/8235910200","charging_station","11","EON","Point","9,5760752","56,1874688"
"Feature","node/8283733945","charging_station","8","Clever","Point","12,5540397","55,7015886"
"Feature","node/8299530261","charging_station","","","Point","10,502884","56,3798056"
"Feature","node/8313641996","charging_station","","e-on","Point","10,1612679","57,1523818"
"Feature","node/8313642329","charging_station","","e-on","Point","10,1580365","57,1542676"
"Feature","node/8330066383","charging_station","2","e-on","Point","12,5654979","55,7115851"
"Feature","node/8330066384","charging_station","2","e-on","Point","12,5654579","55,7115341"
"Feature","node/8334632134","charging_station","2","E.ON","Point","12,5407804","55,6925369"
"Feature","node/8334632135","charging_station","2","E.ON","Point","12,5408262","55,6925837"
"Feature","node/8334632136","charging_station","2","E.ON","Point","12,5408758","55,6926351"
"Feature","node/8334632138","charging_station","2","Clever","Point","12,5393865","55,6912217"
"Feature","node/8334632139","charging_station","2","Clever","Point","12,5394286","55,6912601"
"Feature","node/8334632140","charging_station","2","Clever","Point","12,5394697","55,6913012"
"Feature","node/8334632141","charging_station","2","Clever","Point","12,5395173","55,6913454"
"Feature","node/8354981824","charging_station","2","Clever","Point","12,58849","55,6966401"
"Feature","node/8354981825","charging_station","2","Clever","Point","12,5883918","55,696624"
"Feature","node/8354981826","charging_station","2","Clever","Point","12,588667","55,6966665"
"Feature","node/8354981827","charging_station","2","Clever","Point","12,5885913","55,6966563"
"Feature","node/8390874958","charging_station","","","Point","12,5643685","55,6969349"
"Feature","node/8446081496","charging_station","22","Clever","Point","10,6920802","56,1937613"
"Feature","node/8450186536","charging_station","2","Sperto","Point","12,551031","55,7017875"
"Feature","node/8450186537","charging_station","2","Sperto","Point","12,550681","55,7019785"
"Feature","node/8450249794","charging_station","","","Point","12,5672536","55,6946553"
"Feature","node/8450249795","charging_station","","","Point","12,5673092","55,6946864"
"Feature","node/8450249796","charging_station","","","Point","12,5673643","55,6947173"
"Feature","node/8484490675","charging_station","","Clever","Point","12,5774589","55,6910014"
"Feature","node/8484490677","charging_station","","Clever","Point","12,5774555","55,6908148"
"Feature","node/8484490678","charging_station","","Clever","Point","12,5774572","55,6909427"
"Feature","node/8484490680","charging_station","","Clever","Point","12,5758861","55,6898037"
"Feature","node/8484490681","charging_station","","Clever","Point","12,577456","55,6908927"
"Feature","node/8513610651","charging_station","10","Ionity","Point","12,2575021","55,5848668"
"Feature","node/8515503057","charging_station","2","Clever","Point","12,5044534","55,6542532"
"Feature","node/8515503058","charging_station","2","Clever","Point","12,5042501","55,6542995"
"Feature","node/8522087776","charging_station","2","E.ON","Point","12,3765472","55,7835399"
"Feature","node/8522087777","charging_station","2","E.ON","Point","12,3776919","55,782989"
"Feature","node/8522087778","charging_station","2","E.ON","Point","12,3777289","55,7829493"
"Feature","node/8522087779","charging_station","2","E.ON","Point","12,3777659","55,7829096"
"Feature","node/8522087780","charging_station","2","E.ON","Point","12,3778139","55,783394"
"Feature","node/8522087781","charging_station","2","E.ON","Point","12,377777","55,7834336"
"Feature","node/8522087782","charging_station","2","E.ON","Point","12,3777401","55,7834732"
"Feature","node/8522087783","charging_station","2","E.ON","Point","12,3776838","55,7835328"
"Feature","node/8522087784","charging_station","2","E.ON","Point","12,3776469","55,7835727"
"Feature","node/8522087785","charging_station","2","E.ON","Point","12,3776101","55,7836127"
"Feature","node/8522087795","charging_station","2","E.ON","Point","12,3765459","55,7835822"
"Feature","node/8522118838","charging_station","2","E.ON","Point","12,3778769","55,7827905"
"Feature","node/8522118839","charging_station","2","E.ON","Point","12,3778399","55,7828302"
"Feature","node/8522118840","charging_station","2","E.ON","Point","12,3778029","55,7828699"
"Feature","node/8525724550","charging_station","2","E-On","Point","12,5928169","55,6732569"
"Feature","node/8525724551","charging_station","2","E-On","Point","12,593033","55,673145"
"Feature","node/8528950011","charging_station","","Spirii","Point","8,5585964","55,0868124"
"Feature","node/8570098536","charging_station","2","Clever","Point","12,5735699","55,710816"
"Feature","node/8570098537","charging_station","2","Clever","Point","12,5735722","55,7106675"
"Feature","node/8570098538","charging_station","2","Clever","Point","12,5735773","55,7107168"
"Feature","node/8570098539","charging_station","2","Clever","Point","12,5735759","55,7107729"
"Feature","node/8572255313","charging_station","2","","Point","10,1391238","56,1076211"
"Feature","node/8572255314","charging_station","2","","Point","10,1385127","56,1073824"
"Feature","node/8572255315","charging_station","2","","Point","10,1384785","56,1073323"
"Feature","node/8572255316","charging_station","2","","Point","10,138451","56,1072901"
"Feature","node/8572255317","charging_station","2","","Point","10,1384148","56,1072377"
"Feature","node/8589471993","charging_station","2","Circle K","Point","9,9674705","57,0204137"
"Feature","node/8638529140","charging_station","","e-on","Point","9,5237377","56,8014841"
"Feature","node/8656814412","charging_station","2","E-On","Point","12,5682182","55,68082"
"Feature","node/8664156195","charging_station","","","Point","10,1989423","56,1543663"
"Feature","node/8677764077","charging_station","2","Spirii","Point","12,5800176","55,706726"
"Feature","node/8677764078","charging_station","2","Spirii","Point","12,5799417","55,7067262"
"Feature","node/8677764079","charging_station","2","Spirii","Point","12,5798653","55,706726"
"Feature","node/8696699201","charging_station","","","Point","12,5885783","55,6783458"
